car 1:0.0128703703704 2:0.0135243055556 3:0.00502893518519 4:0.00356481481481 5:0.00336805555556 6:0.00271990740741 7:0.00257523148148 8:0.00350694444444 9:0.00317708333333 10:0.00454861111111 11:0.00475694444444 12:0.00981481481481 13:0.0452488425926 14:0.047962962963 15:0.00950810185185 16:0.0157060185185 17:0.00581018518519 18:0.0241435185185 19:0.00467013888889 20:0.0137326388889 21:0.005 22:0.0153009259259 23:0.00826388888889 24:0.0211458333333 25:0.404861111111 26:0.309189814815 
car 1:0.0112673611111 2:0.0110069444444 3:0.00480902777778 4:0.00367476851852 5:0.00277777777778 6:0.00273726851852 7:0.0030150462963 8:0.00454861111111 9:0.00538773148148 10:0.00798611111111 11:0.0120196759259 12:0.0270138888889 13:0.0686863425926 14:0.0733391203704 15:0.0207349537037 16:0.0271990740741 17:0.0108217592593 18:0.03375 19:0.00711226851852 20:0.0206655092593 21:0.00678819444444 22:0.02296875 23:0.0123842592593 24:0.0200752314815 25:0.294560185185 26:0.284670138889 
car 1:0.0103356481481 2:0.0116435185185 3:0.00344907407407 4:0.00251736111111 5:0.00175925925926 6:0.00190972222222 7:0.00133101851852 8:0.00184606481481 9:0.00210648148148 10:0.00309606481481 11:0.00313657407407 12:0.00920717592593 13:0.0352430555556 14:0.0653356481481 15:0.00727430555556 16:0.0185358796296 17:0.00501736111111 18:0.0279571759259 19:0.00333333333333 20:0.0156886574074 21:0.00320023148148 22:0.0171990740741 23:0.00708912037037 24:0.0168113425926 25:0.485318287037 26:0.239658564815 
car 1:0.0107696759259 2:0.0129571759259 3:0.00390625 4:0.00260416666667 5:0.00199652777778 6:0.00188657407407 7:0.00240162037037 8:0.00379050925926 9:0.0041724537037 10:0.00591435185185 11:0.00717592592593 12:0.0160532407407 13:0.0402314814815 14:0.0531712962963 15:0.00909143518519 16:0.0181365740741 17:0.005625 18:0.0280729166667 19:0.00431134259259 20:0.0160127314815 21:0.00509259259259 22:0.0180150462963 23:0.00788773148148 24:0.0197164351852 25:0.408472222222 26:0.292534722222 
car 1:0.0150694444444 2:0.0135127314815 3:0.00440972222222 4:0.00336226851852 5:0.00212962962963 6:0.0021875 7:0.00178240740741 8:0.00269097222222 9:0.00289930555556 10:0.00517361111111 11:0.0069849537037 12:0.0124421296296 13:0.0270775462963 14:0.0740046296296 15:0.00963541666667 16:0.0194907407407 17:0.00507523148148 18:0.0320428240741 19:0.00416087962963 20:0.0160243055556 21:0.00372685185185 22:0.0196701388889 23:0.00640625 24:0.0189583333333 25:0.345277777778 26:0.345804398148 
car 1:0.0132986111111 2:0.0138599537037 3:0.00350115740741 4:0.00201388888889 5:0.00183449074074 6:0.00188078703704 7:0.00163773148148 8:0.00219328703704 9:0.00255787037037 10:0.00446180555556 11:0.0071875 12:0.0231770833333 13:0.0706828703704 14:0.0639236111111 15:0.0159548611111 16:0.0222511574074 17:0.00830439814815 18:0.027349537037 19:0.00523148148148 20:0.0159837962963 21:0.00538773148148 22:0.0178009259259 23:0.00929398148148 24:0.0211342592593 25:0.349623842593 26:0.28947337963 
car 1:0.0253530092593 2:0.0286168981481 3:0.00637731481481 4:0.00502893518519 5:0.00402777777778 6:0.00391782407407 7:0.00373842592593 8:0.00441550925926 9:0.00412615740741 10:0.00558449074074 11:0.00677662037037 12:0.0146180555556 13:0.0351157407407 14:0.0378703703704 15:0.00774305555556 16:0.0123611111111 17:0.00404513888889 18:0.0167939814815 19:0.00341435185185 20:0.00969328703704 21:0.00390046296296 22:0.0108912037037 23:0.00809027777778 24:0.0311747685185 25:0.155920138889 26:0.550405092593 
car 1:0.0147627314815 2:0.0169386574074 3:0.0060474537037 4:0.00531828703704 5:0.00469328703704 6:0.00489583333333 7:0.00425347222222 8:0.00549189814815 9:0.00575810185185 10:0.00864583333333 11:0.0109375 12:0.0244907407407 13:0.0628414351852 14:0.0511921296296 15:0.0138831018519 16:0.0192824074074 17:0.00804976851852 18:0.0233738425926 19:0.00663773148148 20:0.0145891203704 21:0.00577546296296 22:0.0158969907407 23:0.0116261574074 24:0.0258043981481 25:0.2253125 26:0.403501157407 
car 1:0.0138368055556 2:0.0140046296296 3:0.00427083333333 4:0.00304976851852 5:0.00263888888889 6:0.00229166666667 7:0.00247106481481 8:0.00384259259259 9:0.00456018518519 10:0.0061400462963 11:0.00751736111111 12:0.0170775462963 13:0.0324363425926 14:0.077494212963 15:0.00930555555556 16:0.0187037037037 17:0.00513888888889 18:0.0304803240741 19:0.00421296296296 20:0.0141203703704 21:0.00460648148148 22:0.0174363425926 23:0.00652777777778 24:0.0177256944444 25:0.334826388889 26:0.345283564815 
car 1:0.0205902777778 2:0.0200173611111 3:0.0061400462963 4:0.00336226851852 5:0.00228009259259 6:0.00375578703704 7:0.00288773148148 8:0.00427662037037 9:0.0040625 10:0.00658564814815 11:0.00773148148148 12:0.0258912037037 13:0.0880439814815 14:0.0739583333333 15:0.0153472222222 16:0.0205266203704 17:0.00788194444444 18:0.0266493055556 19:0.00480324074074 20:0.0155787037037 21:0.00358217592593 22:0.0161111111111 23:0.00743055555556 24:0.021869212963 25:0.155763888889 26:0.434872685185 
